Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,allstar
Nikola Jokić,C,28,DEN,79,79,2737,822,1411,0.583,83,231,0.359,739,1180,0.626,0.612,358,438,0.817,223,753,976,708,108,68,237,194,2085,jokicni01,1
Colby Jones,SG,21,SAC,30,0,192,28,71,0.394,2,22,0.091,26,49,0.531,0.408,6,11,0.545,17,23,40,20,7,5,10,29,64,jonesco02,0
Damian Jones,C,28,CLE,39,0,270,43,72,0.597,3,14,0.214,40,58,0.69,0.618,18,21,0.857,20,42,62,15,7,13,13,27,107,jonesda03,0
Derrick Jones Jr.,SF,26,DAL,76,66,1783,239,495,0.483,82,239,0.343,157,256,0.613,0.566,97,136,0.713,82,168,250,75,53,51,65,121,657,jonesde02,0
Herbert Jones,SF,25,NOP,76,76,2321,293,588,0.498,114,273,0.418,179,315,0.568,0.595,137,158,0.867,74,198,272,199,105,62,93,224,837,joneshe01,0
Mason Jones,SG,25,SAC,5,0,28,2,8,0.25,2,7,0.286,0,1,0,0.375,1,2,0.5,1,4,5,5,1,0,2,3,7,jonesma05,0
Tre Jones,PG,24,SAS,77,48,2138,303,600,0.505,64,191,0.335,239,409,0.584,0.558,101,118,0.856,58,231,289,478,78,9,116,92,771,jonestr01,0
Tyus Jones,PG,27,WAS,66,66,1933,326,666,0.489,106,256,0.414,220,410,0.537,0.569,32,40,0.8,20,159,179,485,71,18,66,48,790,jonesty01,0
Cory Joseph,PG,32,GSW,26,0,296,23,64,0.359,13,42,0.31,10,22,0.455,0.461,4,7,0.571,6,24,30,42,4,3,12,25,63,josepco01,0
Nikola Jović,PF,20,MIA,46,38,896,127,281,0.452,65,163,0.399,62,118,0.525,0.568,33,47,0.702,25,167,192,90,25,14,42,82,352,jovicni01,0
Johnny Juzang,SG,22,UTA,20,5,372,51,110,0.464,32,77,0.416,19,33,0.576,0.609,10,14,0.714,7,29,36,23,4,2,13,29,144,juzanjo01,0
Luke Kennard,SG,27,MEM,39,22,999,141,315,0.448,107,238,0.45,34,77,0.442,0.617,40,45,0.889,11,102,113,136,20,2,54,39,429,kennalu01,0
Walker Kessler,C,22,UTA,64,22,1493,229,350,0.654,4,19,0.211,225,331,0.68,0.66,56,93,0.602,165,316,481,60,30,154,66,132,518,kesslwa01,0
Braxton Key,SF,26,DEN,20,0,60,7,17,0.412,2,5,0.4,5,12,0.417,0.471,6,8,0.75,3,15,18,9,2,1,1,5,22,keybr01,0
Corey Kispert,SF,24,WAS,80,22,2067,386,794,0.486,184,480,0.383,202,314,0.643,0.602,114,157,0.726,30,195,225,156,41,16,98,141,1070,kispeco01,0
Maxi Kleber,C,32,DAL,43,7,871,63,146,0.432,32,92,0.348,31,54,0.574,0.541,33,47,0.702,30,113,143,68,17,30,28,79,191,klebima01,0
Kevin Knox,SF,24,DET,31,11,560,86,186,0.462,31,94,0.33,55,92,0.598,0.546,20,22,0.909,18,57,75,23,13,7,22,50,223,knoxke01,0
John Konchar,SF,27,MEM,55,23,1173,88,208,0.423,38,120,0.317,50,88,0.568,0.514,21,25,0.84,72,185,257,110,51,51,46,76,235,konchjo01,0
Furkan Korkmaz,SG,26,PHI,35,0,300,30,76,0.395,14,40,0.35,16,36,0.444,0.487,14,20,0.7,4,26,30,25,14,3,10,17,88,korkmfu01,0
Luke Kornet,C,28,BOS,63,7,983,142,203,0.7,1,1,1,141,202,0.698,0.702,49,54,0.907,118,143,261,67,23,61,21,77,334,kornelu01,0
Vit Krejci,PG,23,ATL,22,14,541,51,104,0.49,28,68,0.412,23,36,0.639,0.625,5,6,0.833,11,41,52,50,13,6,20,48,135,krejcvi01,0
Jonathan Kuminga,PF,21,GSW,74,46,1949,456,862,0.529,53,165,0.321,403,697,0.578,0.56,223,299,0.746,92,263,355,163,55,36,122,169,1188,kuminjo01,0
Kyle Kuzma,PF,28,WAS,70,70,2281,608,1313,0.463,151,450,0.336,457,863,0.53,0.521,186,240,0.775,62,402,464,296,37,49,192,153,1553,kuzmaky01,0
Jock Landale,C,28,HOU,56,3,763,106,206,0.515,10,40,0.25,96,166,0.578,0.539,52,65,0.8,88,84,172,65,20,33,31,74,274,landajo01,0
Jake LaRavia,PF,22,MEM,35,6,806,118,303,0.389,53,156,0.34,65,147,0.442,0.477,90,109,0.826,51,77,128,58,29,12,45,69,379,laravja01,0
Zach LaVine,SG,28,CHI,25,23,872,170,376,0.452,59,169,0.349,111,207,0.536,0.531,88,103,0.854,8,121,129,98,21,8,52,57,487,lavinza01,0
A.J. Lawson,SG,23,DAL,42,0,311,54,121,0.446,13,50,0.26,41,71,0.577,0.5,15,23,0.652,14,36,50,20,10,3,14,22,136,lawsoaj01,0
Saben Lee,PG,24,PHO,24,0,185,20,55,0.364,2,16,0.125,18,39,0.462,0.382,29,39,0.744,9,22,31,30,7,3,8,13,71,leesa01,0
Alex Len,C,30,SAC,48,0,444,50,81,0.617,0,3,0,50,78,0.641,0.617,20,34,0.588,46,82,128,50,11,33,27,66,120,lenal01,0
Kawhi Leonard,SF,32,LAC,68,68,2330,610,1162,0.525,140,336,0.417,470,826,0.569,0.585,253,286,0.885,84,332,416,244,111,59,119,97,1613,leonaka01,1
Caris LeVert,SG,29,CLE,68,10,1958,345,820,0.421,108,332,0.325,237,488,0.486,0.487,154,201,0.766,39,241,280,346,76,34,117,121,952,leverca01,0
Kira Lewis Jr.,PG,22,TOT,28,0,265,34,92,0.37,4,33,0.121,30,59,0.508,0.391,17,20,0.85,9,17,26,37,9,2,14,13,89,lewiski01,0
Maxwell Lewis,SF,21,LAL,34,0,103,4,21,0.19,1,9,0.111,3,12,0.25,0.214,2,3,0.667,2,2,4,6,2,1,10,5,11,lewisma05,0
E.J. Liddell,PF,23,NOP,8,0,23,1,6,0.167,0,5,0,1,1,1,0.167,2,2,1,0,5,5,1,2,2,2,2,4,liddeej01,0
Damian Lillard,PG,33,MIL,73,73,2579,541,1277,0.424,220,622,0.354,321,655,0.49,0.51,473,514,0.92,36,284,320,508,72,18,193,134,1775,lillada01,1
Nassir Little,SF,23,PHO,45,2,458,57,124,0.46,21,70,0.3,36,54,0.667,0.544,17,20,0.85,14,61,75,21,10,10,14,39,152,littlna01,0
Dereck Lively II,C,19,DAL,55,42,1294,221,296,0.747,0,2,0,221,294,0.752,0.747,41,81,0.506,135,243,378,60,36,77,50,144,483,livelde01,0
Isaiah Livers,PF,25,DET,23,6,469,40,116,0.345,22,77,0.286,18,39,0.462,0.44,12,18,0.667,15,33,48,25,13,5,16,43,114,liveris01,0
Chris Livingston,SF,20,MIL,21,0,90,11,22,0.5,1,5,0.2,10,17,0.588,0.523,3,4,0.75,3,18,21,5,2,0,5,15,26,livinch01,0
Kenneth Lofton Jr.,PF,21,TOT,21,0,199,36,78,0.462,7,24,0.292,29,54,0.537,0.506,17,26,0.654,12,26,38,33,6,5,14,24,96,loftoke01,0
Kevon Looney,C,27,GSW,74,36,1195,139,233,0.597,0,1,0,139,232,0.599,0.597,56,83,0.675,143,276,419,133,28,29,50,155,334,looneke01,0
Brook Lopez,C,35,MIL,79,79,2411,366,755,0.485,148,404,0.366,218,351,0.621,0.583,110,134,0.821,117,292,409,127,43,189,79,191,990,lopezbr01,0
Robin Lopez,C,35,MIL,16,2,65,7,19,0.368,2,8,0.25,5,11,0.455,0.421,2,2,1,3,2,5,4,1,3,2,7,18,lopezro01,0
Kevin Love,PF,35,MIA,55,5,924,158,359,0.44,84,244,0.344,74,115,0.643,0.557,85,108,0.787,59,279,338,115,18,10,48,97,485,loveke01,0
Kyle Lowry,PG,37,TOT,60,55,1690,163,377,0.432,98,250,0.392,65,127,0.512,0.562,63,75,0.84,34,160,194,253,59,21,85,146,487,lowryky01,0
Seth Lundy,SF,23,ATL,9,0,52,4,17,0.235,3,13,0.231,1,4,0.25,0.324,3,4,0.75,1,6,7,0,0,0,1,6,14,lundyse01,0
Trey Lyles,PF,28,SAC,58,0,1158,143,321,0.445,84,219,0.384,59,102,0.578,0.576,49,70,0.7,61,196,257,72,17,19,38,86,419,lylestr01,0
Théo Maledon,PG,22,TOT,17,1,213,20,70,0.286,5,30,0.167,15,40,0.375,0.321,14,15,0.933,4,20,24,28,7,0,18,21,59,maledth01,0
Sandro Mamukelashvili,C,24,SAS,46,5,451,73,155,0.471,19,64,0.297,54,91,0.593,0.532,25,34,0.735,45,102,147,49,7,12,19,35,190,mamuksa01,0
Terance Mann,SG,27,LAC,75,71,1873,254,493,0.515,71,204,0.348,183,289,0.633,0.587,79,95,0.832,87,167,254,119,43,15,48,145,658,mannte01,0
Tre Mann,PG,22,TOT,41,28,987,145,316,0.459,47,126,0.373,98,190,0.516,0.533,45,59,0.763,20,129,149,165,51,3,65,48,382,manntr01,0
Boban Marjanović,C,35,HOU,14,0,71,18,34,0.529,0,2,0,18,32,0.563,0.529,9,14,0.643,7,25,32,6,1,2,5,5,45,marjabo01,0
Lauri Markkanen,PF,26,UTA,55,55,1820,427,890,0.48,175,439,0.399,252,451,0.559,0.578,249,277,0.899,122,327,449,110,50,26,77,100,1278,markkla01,0
Naji Marshall,SF,26,NOP,66,1,1257,170,367,0.463,58,150,0.387,112,217,0.516,0.542,68,86,0.791,53,187,240,128,49,12,65,91,466,marshna01,0
Caleb Martin,SF,28,MIA,64,23,1756,241,559,0.431,81,232,0.349,160,327,0.489,0.504,77,99,0.778,74,207,281,143,47,29,77,126,640,martica02,0
Cody Martin,SF,28,CHO,28,22,753,82,215,0.381,27,86,0.314,55,129,0.426,0.444,20,33,0.606,19,90,109,104,32,18,44,48,211,martico01,0
KJ Martin,SF,23,TOT,60,2,746,97,181,0.536,8,28,0.286,89,153,0.582,0.558,22,41,0.537,41,90,131,51,22,12,32,100,224,martike04,0
Garrison Mathews,SG,27,ATL,66,5,992,103,226,0.456,85,193,0.44,18,33,0.545,0.644,34,42,0.81,17,75,92,37,20,8,19,115,325,mathega01,0
Bennedict Mathurin,SF,21,IND,59,19,1538,296,663,0.446,80,214,0.374,216,449,0.481,0.507,184,224,0.821,60,174,234,119,35,14,97,117,856,mathube01,0
Wesley Matthews,SG,37,ATL,36,3,413,34,97,0.351,24,69,0.348,10,28,0.357,0.474,18,24,0.75,9,44,53,23,16,11,8,43,110,matthwe02,0
Tyrese Maxey,PG,23,PHI,70,70,2626,638,1419,0.45,212,569,0.373,426,850,0.501,0.524,328,378,0.868,36,222,258,433,69,33,116,151,1816,maxeyty01,1
Skylar Mays,PG-SG,26,TOT,38,5,433,63,159,0.396,16,54,0.296,47,105,0.448,0.447,13,17,0.765,10,33,43,85,21,4,20,26,155,mayssk01,0
Miles McBride,PG,23,NYK,68,14,1328,205,454,0.452,109,266,0.41,96,188,0.511,0.572,43,50,0.86,31,69,100,114,50,7,30,108,562,mcbrimi01,0
CJ McCollum,PG,32,NOP,66,66,2159,484,1055,0.459,239,557,0.429,245,498,0.492,0.572,115,139,0.827,39,247,286,305,62,41,110,126,1322,mccolcj01,0
T.J. McConnell,PG,31,IND,71,4,1291,330,593,0.556,18,44,0.409,312,549,0.568,0.572,49,62,0.79,36,155,191,390,72,8,108,79,727,mccontj01,0
Jaden McDaniels,SF,23,MIN,72,71,2105,307,628,0.489,86,255,0.337,221,373,0.592,0.557,57,79,0.722,56,168,224,101,63,42,87,219,757,mcdanja02,0
Jalen McDaniels,SF,26,TOR,50,1,538,65,189,0.344,12,71,0.169,53,118,0.449,0.376,27,37,0.73,18,61,79,37,19,6,30,52,169,mcdanja01,0
Doug McDermott,SF,32,TOT,64,0,904,123,284,0.433,94,229,0.41,29,55,0.527,0.599,11,19,0.579,10,49,59,70,16,2,28,64,351,mcderdo01,0
JaVale McGee,C,36,SAC,46,0,339,79,132,0.598,1,7,0.143,78,125,0.624,0.602,26,45,0.578,42,84,126,17,14,20,34,46,185,mcgeeja01,0
Bryce McGowens,SG,21,CHO,59,14,882,101,230,0.439,34,102,0.333,67,128,0.523,0.513,66,85,0.776,17,85,102,51,21,10,30,74,302,mcgowbr01,0
Jordan McLaughlin,PG,27,MIN,56,0,626,70,145,0.483,42,89,0.472,28,56,0.5,0.628,13,18,0.722,18,54,72,110,35,7,19,31,195,mclaujo01,0
De'Anthony Melton,SG,25,PHI,38,33,1023,139,360,0.386,77,214,0.36,62,146,0.425,0.493,66,79,0.835,28,113,141,114,60,16,39,84,421,meltode01,0
